unique_id,Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,SF Find Neighborhoods,Analysis Neighborhoods,Current Supervisor Districts,lat1,lon1,address1,lat2,lon2,address2,query_location,city,state
1679,Blue Jasmine,2013,Jones & Pacific,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,107.0,21.0,3.0,,,,,,,Jones & Pacific,San Francisco,California
1680,Freebie and the Bean,1974,Twin Peaks,"The 2nd highest point in SF after Mt. Davidson, Twin Peaks sit at the geographic center of SF. The native Ohlone people called the area ""called the area “Los Pechos de la Chola” or ""Breasts of the Indian Maiden,"" but in the 19th Century when America took over the area, it was renamed ""Twin Peaks"".",Warner Bros. Pictures,American Broadcasting Company (ABC),Richard Rush,Robert Kaufman,Alan Arkin,James Caan,Loretta Swit,115.0,5.0,5.0,,,,,,,Twin Peaks,San Francisco,California
1681,Looking Season 2 ep 204,2015,"Urban Flowers, 4029 18th Street",,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,38.0,5.0,5.0,,,,,,,4029 18th Street,San Francisco,California
1682,"Looking ""Special""",2016,Fisherman's Wharf,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,99.0,23.0,3.0,,,,,,,Fisherman's Wharf,San Francisco,California
1683,Flower Drum Song,1961,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Fields Productions,Universal Pictures,Henry Koster,Joseph Fields,Nancy Kwan,James Shigeta,Benson Fong,,,,,,,,,,Golden Gate Bridge,San Francisco,California
1684,Quitters,2015,Yerba Buena Gardens,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows,32.0,34.0,10.0,,,,,,,Yerba Buena Gardens,San Francisco,California
1685,Looking,2014,Dolores Park,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,37.0,20.0,5.0,,,,,,,Dolores Park,San Francisco,California
1686,Chance- Season 1 ep104,2016,Bush and Sansome St.,,TVM Productions,HULU,Carl Franklin,Peter Elkoff,Hugh Laurie,Gretchen Mol,Ethan Suplee,108.0,8.0,3.0,,,,,,,Bush and Sansome St.,San Francisco,California
1687,Etruscan Smile,2017,"Laguna Honda Hospital, 375 Laguna Honda Blvd.",,"Po Valley Productions, LLC",TBD,Oded Binnun/ Michel Brezis,"Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro",Brian Cox,Roseanne Arquette,Thora Birch,49.0,38.0,8.0,,,,,,,375 Laguna Honda Blvd,San Francisco,California
1688,Summertime,2015,Sansome (Washington to Bush) Pine (Davis to Kearny) Bush: Kearny to Battery,,"Creative Monster Productions, Inc.",9 Distribution,Gabriele Muccino,Gabriele Muccino,Jessica Rothe,Scott Bakula,Matilda Anna Ingrid Lutz,21.0,36.0,10.0,,,,,,,Washington to Bush,San Francisco,California
1689,Hard to Hold,1984,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Universal Pictures,Universal Pictures,Larry Peerce,"Thomas Hedley, Jr.",Rick Springfield,,,16.0,21.0,3.0,,,,,,,950 Mason Street,San Francisco,California
1690,The Bridge,2006,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Easy There Tiger Productions,IFC Films,Eric Steel,,John Snowden,,,,,,,,,,,,Golden Gate Bridge,San Francisco,California
1691,"Murder in the First, Season 3",2016,535 Octavia Street,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,22.0,9.0,11.0,,,,,,,535 Octavia Street,San Francisco,California
1692,Sonic the Hedgehog,2020,2nd St btwn Mission and Howard,,"Paramount Overseas Productions, Inc.",Paramount Pictures,Jeff Fowler,"Josh Miller, Patrick Casey, Oren Uziel",Jim Carrey,James Marsden,Ben Schwartz,32.0,8.0,10.0,,,,,,,2nd St and Mission,San Francisco,California
1693,I’m A Virgo,2023,Portsmouth Square Park,,Bing Bang Productions Inc,Prime Video,Boots Riley,Boots Riley,Jharrel Jerome,Mike Epps,Carmen Ejogo,104.0,6.0,3.0,,,,,,,Portsmouth Square Park,San Francisco,California
1694,Always Be My Maybe,2019,"Fort Point (Presidio, Golden Gate National Recreation Area)",,"Isla Productions, LLC",Netflix,Nahnatchka Khan,"Michael Golamco, Randall Park, Ali Wong",Ali Wong,Randall Park,Keanu Reeves,98.0,13.0,6.0,,,,,,,"Presidio, Golden Gate National Recreation Area",San Francisco,California
1695,Sweet November,2001,Farley's Café (1315 18th Street Near Missouri),,Warner Bros. Pictures,Warner Bros. Pictures,Pat O'Connor,Paul Yurick,Keanu Reeves,Charlize Theron,,54.0,26.0,9.0,,,,,,,1315 18th Street,San Francisco,California
1696,Looking Season 2 ep 202,2015,770 Haight Street,"This home was also used in MILK, Big Sur and Diary of a Teenage Girl","Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,26.0,3.0,11.0,,,,,,,770 Haight Street,San Francisco,California
1697,Nash Bridges,2021,The Embarcadero between Pier 9 and Pier 15,,"Village NB Productions, LLC",USA Nework,Greg Beeman,"Carlton Cuse, Bill Chais",Don Johnson,Cheech Marin,Joe Dinicol,77.0,8.0,3.0,,,,,,,The Embarcadero and Pier,San Francisco,California
1698,Steve Jobs,2015,Intersection of Clay St. and Walter U Lum Plc,,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,104.0,6.0,3.0,,,,,,,Intersection of Clay St. and Walter U Lum Plc,San Francisco,California
1699,GirlBoss,2017,"La Taqueria, 2889 Mission St.","The restaurant was given the honor of ""America's Best Burrito"" in 2014 by ESPN's FiveThirtyEight.","Hippolyta Productions, LLC",Netflix,"Jamie Babbit, Amanda Brotchie, Steven K. Tsuchida, Christian Ditter, John Riggi",Kay Cannon,Britt Robertson,Ellie Reed,Amanda Rea,53.0,20.0,2.0,,,,,,,2889 Mission St,San Francisco,California
1700,Ant-Man and the Wasp,2018,Laguna St btwn Jackson and Broadway,,"PYM Particles Productions II, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Chris McKenna,Paul Rudd,Evangeline Lilly,Michael Douglas,102.0,30.0,6.0,,,,,,,Laguna St and Jackson,San Francisco,California
1701,The Diary of a Teenage Girl,2015,Polk and Northpoint St.,,"Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,Alexander Skarsgard,Kristen Wiig,Christopher Meloni,98.0,32.0,6.0,,,,,,,Polk and Northpoint St.,San Francisco,California
1702,When a Man Loves a Woman,1994,"Victor's Restaurant, The Westin St. Francis Hotel (335 Powell Street)","The hotel was originally supposed to be named the Crocker Hotel, after Charles Founder the railroad magnate who founded it. However, the hotel took the name the St. Francis after one of the earliest Gold Rush hotels.",Touchstone Pictures,Buena Vista Pictures,Luis Mandoki,Ronald Bass,Andy Garcia,Meg Ryan,,19.0,36.0,3.0,,,,,,,335 Powell Street,San Francisco,California
1703,"Smile Again, Jenny Lee",2015,E Tutto Qua Restaurant (270 Columbus St.),,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,106.0,23.0,3.0,,,,,,,270 Columbus St,San Francisco,California
1704,Edtv,1999,Palace of Fine Arts (3301 Lyon Street),"The original Palace was built for the 1915 Panama-Pacific Exposition, and completely destroyed in 1964. It was rebuilt in 1965.",Imagine Entertainment,MCA / Universal Pictures,Ron Howard,Lowell Ganz,Matthew McConaughey,Jenna Elfman,,17.0,13.0,6.0,,,,,,,3301 Lyon Street,San Francisco,California
1705,Godzilla,2014,Broadway & Sansome,,"Nautilus Productions, LLC",Warner Bros. Pictures,Gareth Edwards,Max Borenstein,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston,77.0,8.0,3.0,,,,,,,Broadway & Sansome,San Francisco,California
1706,Swing,2003,Broadway Studios (435 Broadway at Montgomery Street),,unlisted,Crazy Dreams Entertainment,Martin Guigui,Mary Keil,Constance Brenneman,,,106.0,23.0,3.0,,,,,,,Broadway Studios (435 Broadway & Montgomery Street),San Francisco,California
1707,Chance- Season 1 ep103,2016,Forrest Hill Muni Station,A Muni station agent played himself in this scene.,TVM Productions,HULU,Michael Lehmann,Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,45.0,41.0,8.0,,,,,,,Forrest Hill Muni Station,San Francisco,California
1708,The OA Part II,2019,Washington at Taylor St - Jackson St,,Lunar Mining LLC,Netflix,Zal Batmanglij,"Zal Batmanglij, Brit Marling",Brit Marling,Emory Cohen,Patrick Gibson,16.0,21.0,3.0,,,,,,,Washington & Taylor St - Jackson St,San Francisco,California
1709,Godzilla,2014,Post & Jones St.,,"Nautilus Productions, LLC",Warner Bros. Pictures,Gareth Edwards,Max Borenstein,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston,50.0,21.0,3.0,,,,,,,Post Street & Jones St.,San Francisco,California
1710,Fearless,1993,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)","Though Marilyn Monroe and Joe DiMaggio were not allowed to be married at the Church (DiMaggio had married his first wife at the Church but was divorced), the couple returned to the steps of the Church for photos, following their City Hall nuptials.",Spring Creek Productions,Warner Bros. Pictures,Peter Weir,Rafael Yglesias,Jeff Bridges,Isabella Rosellini,Rosie Perez,106.0,23.0,3.0,,,,,,,666 Filbert Street,San Francisco,California
1711,Time After Time,1979,"Huntington Park (California & Taylor Streets, Nob Hill)","The mansion of Arabella Huntington, widow of railroad magnate Collis P. Huntington, was destroyed in the 1906 earthquake and fire. Mrs. Huntington the donated the land on which the park now stands to the city.",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,16.0,21.0,3.0,,,,,,,"Huntington Park (California street & Taylor street, Nob Hill)",San Francisco,California
1712,Pushing Dead,2016,Hayes Street between Ashbury and Shrader,,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,24.0,18.0,11.0,,,,,,,Hayes Street and Ashbury,San Francisco,California
1713,Birth of the Dragon,2016,Grant between Bush and Broadway,,"BOTD U.S. Productions, Inc.",Kylin Pictures,George Nolfi,"Christopher Wilkinson, Stephen J. Rivele",Philip Ng,Billy Magnussen,Yu Xia,106.0,6.0,3.0,,,,,,,Grant and Bush,San Francisco,California
1714,Blue Jasmine,2013,Motel Capri,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,15.0,13.0,6.0,,,,,,,Motel Capri,San Francisco,California
1715,Live Nude Girls Unite,2000,Lusty Lady Bar (North Beach),,Constant Communication,First Run Features,Vicky Funari,Vicky Funari,,,,106.0,6.0,3.0,,,,,,,North Beach,San Francisco,California
1716,Venom,2018,Embarcadero btwn Folsom and Bryant,Motorcycle/SUV chase scene,"L.O.Z. Productions, Inc.","Columbia Pictures, Sony Pictures Releasing",Ruben Fleischer,"Jeff Pinkner, Scott Rosenberg",Tom Hardy,Michelle Wiliams,Riz Ahmed,31.0,8.0,10.0,,,,,,,Embarcadero and Folsom,San Francisco,California
1717,Ant-Man and the Wasp,2018,Jones St btwn Green and Pacific,Stunt scene involving car jump,"PYM Particles Productions II, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Chris McKenna,Paul Rudd,Evangeline Lilly,Michael Douglas,107.0,21.0,3.0,,,,,,,Jones St and Green,San Francisco,California
1718,The Lady from Shanghai,1947,Golden Gate Park,"The Playland amusement park where ""Hall of Mirrors"" sequence at the end of the movie was filmed has since been destroyed. However, relics from the park are now housed at the nearby Cliff House.",Columbia Pictures Corp.,Columbia Pictures,Orson Welles,Orson Welles,Rita Hayworth,Orson Welles,Everett Sloane,9.0,12.0,4.0,,,,,,,Golden Gate Park,San Francisco,California
1719,Shit and Champagne,2020,Steiner St and Hayes St,,"Shaboom Boom, LLC",,D'Arcy Drollinger,D'Arcy Drollinger,D'Arcy Drollinger,Matthew Martin,Steven LeMay,23.0,9.0,11.0,,,,,,,Steiner St and Hayes St,San Francisco,California
1720,Invasion of the Body Snatchers,1978,Broadway Tunnel (Russian Hill),,Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,107.0,21.0,3.0,,,,,,,Russian Hill,San Francisco,California
1721,Americana,2015,The San Francisco School (300 Gavin St.),,Sutro Films LLC,,Zachary Shedd,Zachary Shedd,Kelli Garner,Jack Davenport,Peter Coyote,91.0,25.0,2.0,,,,,,,300 Gavin St,San Francisco,California
1722,Alexander's Ragtime Band,1938,San Francisco Bay,,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Henry King,Kathryn Scola,Tyrone Power,Alice Faye,Don Ameche,99.0,23.0,3.0,,,,,,,San Francisco Bay,San Francisco,California
1723,Ballers Season 3,2017,California and Jones St.,,"Chori Perros Productions, LLC",HBO,Julian Farino,Stephen Levinson,Dwayne Johnson,John David Washington,Omar Benson Miller,16.0,21.0,3.0,,,,,,,California and Jones St.,San Francisco,California
1724,Pushing Dead,2016,5th Ave @ Fulton Street in Golden Gate Park,,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,5.0,11.0,4.0,,,,,,,5th Ave & Fulton Street in Golden Gate Park,San Francisco,California
1725,Big Eyes,2014,Filbert St. & Leavenworth,,Blink & Wink Productions,Weinstein Company,Tim Burton,Scott Alexander,Amy Adams,Krysten Ritter,Christoph Waltz,107.0,32.0,6.0,,,,,,,Filbert St. & Leavenworth,San Francisco,California
1726,I Am Michael,2015,Sanchez/Cumberland steps and sidewalks,,That’s Hollywood,,Justin Kelly,Justin Kelly,James Franco,Emma Roberts,Zachary Quinto,21.0,36.0,10.0,,,,,,,Sanchez/Cumberland steps and sidewalks,San Francisco,California
1727,The Enforcer,1976,Alcatraz Island,Alcatraz Island was a military fort before it became a prison.,Warner Bros. Pictures,Warner Bros. Pictures,James Fargo,Stirling Silliphant,Clint Eastwood,Tyne Daly,Harry Guardino,,,,,,,,,,Alcatraz Island,San Francisco,California
1728,Petulia,1968,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,Richard Lester,Lawrence B. Marcus,Julie Christie,George C. Scott,Richard Chamberlain,16.0,21.0,3.0,,,,,,,950 Mason Street,San Francisco,California
1729,A Smile Like Yours,1997,San Francisco International Airport,SFO has a museum dedicated to aviation history.,Paramount Pictures,Paramount Pictures,Keith Samples,Keith Samples & Kevin Meyer,Greg Kinnear,Lauren Holly,,,,,,,,,,,San Francisco International Airport,San Francisco,California
1730,Sudden Impact,1983,"Near Point Lobos, El Camino Del Mar",,Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,,7.0,17.0,4.0,,,,,,,"Near Point Lobos, El Camino Del Mar",San Francisco,California
1731,Jagged Edge,1985,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Columbia Pictures Corp.,Columbia Pictures,Richard Marquand,Joe Eszterhas,Glenn Close,Jeff Bridges,Peter Coyote,,,,,,,,,,City Hall,San Francisco,California
1732,Ant-Man and the Wasp,2018,Missouri St at 18th St,"VFX Plate Shots, chase scene","PYM Particles Productions II, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Chris McKenna,Paul Rudd,Evangeline Lilly,Michael Douglas,54.0,26.0,9.0,,,,,,,Missouri St & 18th St,San Francisco,California
1733,"Play it Again, Sam",1972,"The Music Concourse (Martin Luther King, Jr. Drive, Golden Gate Park)",The theater closed in 1985.,Paramount Pictures,Paramount Pictures,Herbert Ross,Woody Allen,Woody Allen,Diane Keaton,Tony Roberts,9.0,12.0,4.0,,,,,,,Golden Gate Park,San Francisco,California
1734,Nash Bridges,2021,"Hibernia Bank, 1 Jones Street",,"Village NB Productions, LLC",USA Nework,Greg Beeman,"Carlton Cuse, Bill Chais",Don Johnson,Cheech Marin,Joe Dinicol,20.0,36.0,10.0,,,,,,,1 Jones Street,San Francisco,California
1735,Tales of the City,2019,Macondray Ln and Taylor btwn Union and Green,,Universal Television LLC,Netflix,"Alan Poul, Silas Howard, Stacie Passon","Armistead Maupin, Lauren Morelli, Hansol Jung, Marcus Gardley",Laura Linney,Ellen Page,Murray Bartlett,107.0,32.0,3.0,,,,,,,Macondray Ln and Taylor and Union,San Francisco,California
1736,Woman on the Run,1950,835-865 Market Street at 5th Street,"The Emporium, a department store, stood in this location. Bloomingdale's is now located here.",Fidelity Pictures Corporation,Universal Pictures,Norman Foster,Norman Foster,Ann Sheridan,Dennis O'Keefe,Robert Keith,19.0,34.0,10.0,,,,,,,865 Market Street,San Francisco,California
1737,Super Pumped: The Battle for Uber,2022,SF City Hall Carlton B. Goodlett Place Street Steps,,Possible Productions,Showtime,"Allen Coulter, Daniel Gray Longino, John Dahl, Zetna Fuentes","Brian Koppelman & David Levien, Sarah Acosta, Stephen Schiff, Emily Hornsby, Safie M. Dirie, Beth Schacter",Joseph Gordon-Levitt,Kyle Chandler,Kerry Bishé,21.0,36.0,10.0,,,,,,,SF City Hall Carlton B. Goodlett Place Street Steps,San Francisco,California
1738,Experiment in Terror,1962,"Wells Fargo Bank (1 California Street, Financial District)",,Columbia Pictures Corporation,Columbia Pictures,Blake Edwards,The Gordons,Glenn Ford,Lee Remick,Stefanie Powers,108.0,8.0,3.0,,,,,,,1 California Street,San Francisco,California
1740,DEVS,2020,Stevenson Alley btwn 6th and 7th St,,Minim Productions,FX Network,Alex Garland,Alex Garland,Sonoya Mizuno,Nick Offerman,Jin Ha,,,,,,,,,,Stevenson Alley and 6th,San Francisco,California
1741,Star Trek IV: The Voyage Home,1986,Intersection of Grant & Fresno Streets (North Beach),,Paramount Pictures,Paramount Pictures,Leonard Nimoy,Steve Meerson,William Shatner,Leonard Nimoy,George Takei,106.0,23.0,3.0,,,,,,,North Beach,San Francisco,California
1743,Bullitt,1968,Marina Green (Marina District),"Before the 1906 earthquake, the land on which Marina Green sits was a tidal marsh, and rubble from the earthquake was dumped on the site. However, the site was filled in to provide land for the 1915 Panama-Pacific Exhibition.","Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,17.0,13.0,6.0,,,,,,,Marina District,San Francisco,California
1744,"Smile Again, Jenny Lee",2015,Manor West (750 Harrison St.),,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,32.0,34.0,10.0,,,,,,,750 Harrison St,San Francisco,California
1745,The Phone/Jexi,2019,"Grid around Financial District, SOMA",,CBS Films Inc.,Lionsgate,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore",Adam Devine,Alexandra Shipp,Michael Pena,108.0,6.0,3.0,,,,,,,"Grid around Financial District, SOMA",San Francisco,California
1746,Chance Season 2,2017,Marina Blvd between Baker and Fillmore St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee,17.0,13.0,6.0,,,,,,,Marina Blvd and Baker,San Francisco,California
1747,Bedazzled,2000,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Harold Ramis,Harold Ramis,Brendan Fraser,Elizabeth Hurley,,,,,,,,,,,City Hall,San Francisco,California
1748,Patty Hearst,1988,"Postcard Row (Alamo Square, Hayes Valley)",The 6 Victorian homes across from Alamo Square Park are among the few Victorians to survive the Great Fire.,Atlantic Entertainment Group,Atlantic Releasing Corporation,Paul Schrader,Nicholas Kazan,Natasha Richardson,William Forsythe,Ving Rhames,22.0,9.0,11.0,,,,,,,Alamo Square,San Francisco,California
1749,The Wedding Planner,2001,Montgomery Street at Union Street,,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,,18.0,23.0,3.0,,,,,,,Montgomery Street & Union Street,San Francisco,California
1750,The Princess Diaries,2001,Broadway Tunnel (Broadway between Powell and Larkin),,Walt Disney Pictures,Buena Vista Pictures,Garry Marshall,Gina Wendkos,Julie Andrews,Anne Hathway,,107.0,21.0,3.0,,,,,,,Broadway Tunnel (Broadway and Powell,San Francisco,California
1751,San Francisco,1936,The Barbary Coast,"The Barbary Coast was a red-light district that was largely destroyed in the 1906 earthquake. Though some of the establishments were rebuilt after the earthquake, an anti-vice campaign put the establishments out of business.",Metro-Goldwyn Mayer,Metro-Goldwyn Mayer,W.S. Van Dyke,Anita Loos,Clark Gable,Jeanette MacDonald,Spencer Tracy,32.0,34.0,10.0,,,,,,,The Barbary Coast,San Francisco,California
1752,Looking,2014,Doc's Clock,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,53.0,20.0,2.0,,,,,,,Doc's Clock,San Francisco,California
1753,Etruscan Smile,2017,"Outpost Studios, 69 Green Street",,"Po Valley Productions, LLC",TBD,Oded Binnun/ Michel Brezis,"Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro",Brian Cox,Roseanne Arquette,Thora Birch,77.0,8.0,3.0,,,,,,,69 Green Street,San Francisco,California
1754,My Big Fat Chinese Christmas,2022,Mason Street between California and Pine,,Hongbao Productions,Hallmark Channel,Jennifer Liao,"Blaine Chiappetta ,Marguerite Henry, Justine Wentzell-Chang",Shannon Chan-Kent,Shannon Kook,Tia Carrere,,,,,,,,,,Mason Street and California,San Francisco,California
1755,Dirty Harry,1971,Holiday Inn Select Downtown Hotel (750 Kearney Street),,The Malpaso Company,Warner Brothers,Don Siegel,Harry Julian Fink,Clint Eastwood,Harry Guardino,,104.0,6.0,3.0,,,,,,,750 Kearney Street,San Francisco,California
1756,DEVS,2020,Coit Tower,,Minim Productions,FX Network,Alex Garland,Alex Garland,Sonoya Mizuno,Nick Offerman,Jin Ha,18.0,23.0,3.0,,,,,,,Coit Tower,San Francisco,California
1757,Pal Joey,1957,"Spreckels Mansion (2080 Washington Street, Pacific Heights)",,Columbia Pictures Corporation,Columbia Pictures,George Sidney,Dorothy Kingsley,Rita Hayworth,Frank Sinatra,Kim Novak,102.0,30.0,6.0,,,,,,,2080 Washington Street,San Francisco,California
1758,"Murder in the First, Season 1",2014,800 Bay Street,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,98.0,32.0,6.0,,,,,,,800 Bay Street,San Francisco,California
1759,Sense8 - Season 2,2016,"City Lights Bookstore, 261 Columbus Ave.",Howl and Other Poems by Allen Ginsberg was published in 1956 by City Lights after poet and founder Laurence Ferlinghetti heard Ginsberg read it in 1955.,"Unpronounceable Productions, LLC",Netflix,Wachowski Siblings,"J. Michael Straczynski, Wachowiski Siblings",Jamie Clayton,Daryl Hannah,Naveen Andrews,104.0,6.0,3.0,,,,,,,261 Columbus Ave,San Francisco,California
1760,A Taiwanese Tale of Two Cities,2018,Dolores Park,,Envision Productions Inc.,Netflix,Tien-Lun Yeh,"Ling-Hui Chen, Nancy Chen, Chih-Chi Fan, Chia-Hui Lin",Tammy Cheng,Peggy Tseng,Shen-Hao Wen,37.0,20.0,5.0,,,,,,,Dolores Park,San Francisco,California
1761,The Last Thing He Told Me,2023,"Ferry Building, San Francisco",,20th Television,Apple TV+,"Olivia Newman, Deniz Gamze Ergüven, Daisy Von Scherler Mayer,
Lila Neugebauer",Laura Dave,Jennifer Garner,Angourie Rice,Aisha Tyler,108.0,8.0,3.0,,,,,,,"Ferry Building, San Francisco",San Francisco,California
1762,Getting Even with Dad,1994,Embarcadero Street Station- BART,,Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM),Howard Deutch,Tom S. Parker,Macaulay Culkin,Ted Danson,,31.0,8.0,10.0,,,,,,,Embarcadero Street Station- BART,San Francisco,California
1763,Foul Play,1978,Andrew S. Hallidie Plaza (Market & Powell Streets),,Paramount Pictures,Paramount Pictures,Colin Higgins,Colin Higgins,Goldie Hawn,Chevy Chase,Burgess Meredith,19.0,36.0,3.0,,,,,,,Andrew S. Hallidie Plaza (Market street & Powell street),San Francisco,California
1764,Experiment in Terror,1962,2632 Larkin Street at Lombard,,Columbia Pictures Corporation,Columbia Pictures,Blake Edwards,The Gordons,Glenn Ford,Lee Remick,Stefanie Powers,107.0,32.0,6.0,,,,,,,2632 Larkin Street,San Francisco,California
1765,Woman on the Run,1950,1801 Laguna at Bush,,Fidelity Pictures Corporation,Universal Pictures,Norman Foster,Norman Foster,Ann Sheridan,Dennis O'Keefe,Robert Keith,101.0,30.0,11.0,,,,,,,1801 Laguna at Bush,San Francisco,California
1766,Blue Jasmine,2013,Real Guitars,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,32.0,20.0,10.0,,,,,,,Real Guitars,San Francisco,California
1767,A View to a Kill,1985,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Metro-Goldwyn Mayer,MGM/UA Entertainment Company,John Glen,Richard Maibaum,Roger Moore,Christopher Walken,Tanya Roberts,,,,,,,,,,Golden Gate Bridge,San Francisco,California
1768,The Conversation,1974,Alcoa Building (1 Maritime Plaza),"A partially-above ground parking structure near the building made it necessary for architects to make the Alcoa Building's diagonal bracing visible, instead of placing it inside and drastically reducing the amount usable interior space.",American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,108.0,8.0,3.0,,,,,,,1 Maritime Pl,San Francisco,California
1769,The Towering Inferno,1974,"Hyatt Regency Hotel (5 Embarcadero Center, Financial District)",,Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,William Holden,108.0,8.0,3.0,,,,,,,"5 Embarcadero Center, Financial District",San Francisco,California
1770,Surface,2022,Haight Street between Pierce and Fillmore,,"Apple Studios, LLC",Apple TV+,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",Gugu Mbatha-Raw,Oliver Jackson-Cohen,Ari Graynor,26.0,9.0,11.0,,,,,,,Haight Street and Pierce,San Francisco,California
