unique_id,Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,SF Find Neighborhoods,Analysis Neighborhoods,Current Supervisor Districts,lat1,lon1,address1,lat2,lon2,address2,query_location,city,state
1771,The Dead Pool,1988,"San Francisco National Military Cemetery (Lincoln Blvd., The Presidio, Golden Gate National Recreation Center)",,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,,,,,,,,,,"San Francisco National Military Cemetery (Lincoln Blvd., The Presidio, Golden Gate National Recreation Center)",San Francisco,California
1772,Vegas in Space,1992,544 Natoma (SOMA),,Troma Entertainment,MCA/Universal Home Video,Phillip R. Ford,Doris Fish,Doris Fish,Miss X,Ginger Quest,32.0,34.0,10.0,,,,,,,SOMA,San Francisco,California
1773,The Last Black Man in San Francisco,2019,Innes turning into Evans Ave,,"LBMISF, LLC",A37,Joe Talbot,"Joe Talbot, Jimmie Fails, Rob Richert",Jimmie Fails,Jonathan Majors,Danny Glover,86.0,1.0,9.0,,,,,,,Innes turning into Evans Ave,San Francisco,California
1774,Magnum Force,1973,Hall of Justice (850 Bryant Street),,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,32.0,34.0,10.0,,,,,,,850 Bryant Street,San Francisco,California
1775,The Game,1997,Ritz-Carlton Hotel (600 Stockton Street),,Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Deborah Kara Unger,104.0,8.0,3.0,,,,,,,600 Stockton Street,San Francisco,California
1776,Summertime,2015,53 Potomac St,,"Creative Monster Productions, Inc.",14 Distribution,Gabriele Muccino,Gabriele Muccino,Jessica Rothe,Scott Bakula,Matilda Anna Ingrid Lutz,28.0,3.0,5.0,,,,,,,53 Potomac St,San Francisco,California
1777,"Looking ""Special""",2016,Grant Avenue between Sacramento and Washington,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,104.0,6.0,3.0,,,,,,,Grant Avenue and Sacramento,San Francisco,California
1778,Red Widow,2013,Pioneer Park at Coit Tower,,Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.,18.0,23.0,3.0,,,,,,,Pioneer Park at Coit Tower,San Francisco,California
1779,Terminator - Genisys,2015,Front St. between Market and Clay,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,108.0,8.0,3.0,,,,,,,Front St. and Market,San Francisco,California
1780,Ant-Man and the Wasp: Quantumania,2023,Central Police Station 766 Vallejo Street,,Pym Particles Production III LLC,Walt Disney Studios Motion Pictures,Peyton Reed,Jeff Loveness,Paul Rudd,Evangeline Lilly,Jonathan Majors,106.0,6.0,3.0,,,,,,,766 Vallejo Street,San Francisco,California
1781,The OA Part II,2019,Hyde St at Pacific to Washington St,,Lunar Mining LLC,Netflix,Zal Batmanglij,"Zal Batmanglij, Brit Marling",Brit Marling,Emory Cohen,Patrick Gibson,16.0,32.0,3.0,,,,,,,Hyde St & Pacific to Washington St,San Francisco,California
1782,Quitters,2015,Bechelli's Flower Market Café,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows,32.0,34.0,10.0,,,,,,,Bechelli's Flower Market Café,San Francisco,California
1783,Ant-Man,2015,420 Jones St. at Ellis St.,,"PYM Particles Productions, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Gabriel Ferrari,Michael Douglas,Paul Rudd,,20.0,36.0,10.0,,,,,,,420 Jones St,San Francisco,California
1785,San Andreas,2015,"Vallejo St. Garage, 766 Vallejo St.",Characters watch from roof of garage as tsunami hits SF waterfront,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb,Dwayne Johnson,,,106.0,6.0,3.0,,,,,,,766 Vallejo St,San Francisco,California
1786,When We Rise,2017,"Castro Theatre, 429 Castro St.",,Film 49 Productions,Amercian Broadcasting Company,Gus Van Sant,Dustin Lance Black,Guy Pierce,Mary-Louise Parker,Michael Kenneth Williams,38.0,5.0,5.0,,,,,,,429 Castro St,San Francisco,California
1788,Foul Play,1978,Sutter & Buchannan Streets,,Paramount Pictures,Paramount Pictures,Colin Higgins,Colin Higgins,Goldie Hawn,Chevy Chase,Burgess Meredith,101.0,30.0,11.0,,,,,,,Sutter street & Buchannan street,San Francisco,California
1789,A View to a Kill,1985,"Burger Island (901 3rd Street, China Basin)",,Metro-Goldwyn Mayer,MGM/UA Entertainment Company,John Glen,Richard Maibaum,Roger Moore,Christopher Walken,Tanya Roberts,31.0,4.0,10.0,,,,,,,901 3rd Street,San Francisco,California
1790,"Budding Prospects, Pilot",2017,1167 Alabama Street,,Picrow Streaming Inc.,Amazon,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore,53.0,20.0,2.0,,,,,,,1167 Alabama Street,San Francisco,California
1791,Blue Jasmine,2013,Heald College,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,32.0,34.0,10.0,,,,,,,Heald College,San Francisco,California
1792,Bitter Melon,2018,3139 16th St,,Bitter Melon Film LLC/Mammoth Pictures,"ABS-CBN, Gravitas Ventures",H.P. Mendoza,H.P. Mendoza,Jon Norman Schneider,Patrick Epino,Brian Rivera,37.0,20.0,5.0,,,,,,,3139 16th St,San Francisco,California
1793,Twisted,2004,La Bodega (1332 Grant Avenue at Vallejo),,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,106.0,23.0,3.0,,,,,,,1332 Grant Avenue,San Francisco,California
1794,Doctor Dolittle,1998,Coit Tower,"The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.",Twentieth Century Fox Film Cooperation,Twentieth Century Fox Film Cooperation,Betty Thomas,Nat Mauldin,Eddie Murphy,Ossie Davis,,18.0,23.0,3.0,,,,,,,Coit Tower,San Francisco,California
1796,Shit and Champagne,2020,Cargo Way at Jenning St,,"Shaboom Boom, LLC",,D'Arcy Drollinger,D'Arcy Drollinger,D'Arcy Drollinger,Matthew Martin,Steven LeMay,56.0,1.0,9.0,,,,,,,Cargo Way & Jenning St,San Francisco,California
1797,Surface,2022,Montgomery Bart Station,,"Apple Studios, LLC",Apple TV+,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",Gugu Mbatha-Raw,Oliver Jackson-Cohen,Ari Graynor,108.0,8.0,10.0,,,,,,,Montgomery Bart Station,San Francisco,California
1798,Terminator - Genisys,2015,Union Square,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,19.0,8.0,3.0,,,,,,,Union Square,San Francisco,California
1799,So I Married an Axe Murderer,1993,Prudente's Italian Deli (1462 Grant Ave at Union),"Prudente's Italian Deli, which has since closed, is called ""Meats of the World"" in the film.",TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,106.0,23.0,3.0,,,,,,,1462 Grant Ave,San Francisco,California
1800,"Looking ""Special""",2016,17th & Market Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,38.0,5.0,5.0,,,,,,,17th Street & Market Street,San Francisco,California
1801,"Looking ""Special""",2016,"Orphan Andy's, 3991 17th Street",,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,38.0,5.0,5.0,,,,,,,3991 17th Street,San Francisco,California
1802,Nash Bridges,2021,Rowland Street,,"Village NB Productions, LLC",USA Nework,Greg Beeman,"Carlton Cuse, Bill Chais",Don Johnson,Cheech Marin,Joe Dinicol,106.0,23.0,3.0,,,,,,,Rowland Street,San Francisco,California
1803,Mrs. Doubtfire,1993,520-522A Green Street at Grant Street,,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Chris Columbus,Randi Mayem Singer,Robin Williams,Sally Field,Pierce Brosnan,106.0,23.0,3.0,,,,,,,520-522A Green Street & Grant Street,San Francisco,California
1804,Super Pumped: The Battle for Uber,2022,Market Street at Union Plaza,,Possible Productions,Showtime,"Allen Coulter, Daniel Gray Longino, John Dahl, Zetna Fuentes","Brian Koppelman & David Levien, Sarah Acosta, Stephen Schiff, Emily Hornsby, Safie M. Dirie, Beth Schacter",Joseph Gordon-Levitt,Kyle Chandler,Kerry Bishé,108.0,8.0,10.0,,,,,,,Market Street & Union Plaza,San Francisco,California
1805,The Lineup,1958,Pier 41,,Pajemer Productions,Columbia Pictures,Don Siegel,Stirling Silliphant,Eli Wallach,Robert Keith,Richard Jaeckel,99.0,23.0,3.0,,,,,,,Pier 41,San Francisco,California
1806,Need For Speed,2014,Mason St from Pine to Sacramento,,"Need For Speed Productions, LLC",Walt Disney Studios Motion Pictures,Scott Waugh,George Gatins,Aaron Paul,Dominic Cooper,Imogen Poots,19.0,36.0,10.0,,,,,,,Mason St from Pine to Sacramento,San Francisco,California
1807,The Bachelor,1999,Roof of Cable Car (California at Front Street),SF Cable Cars are the only moving National Historical Landmark.,George Street Pictures,New Line Cinema,Gary Sinyor,Steve Cohen,Chris O'Donnell,Renee Zellweger,,108.0,8.0,3.0,,,,,,,Roof of Cable Car (California & Front Street),San Francisco,California
1808,Magnum Force,1973,2190 Washington Street (Pacific Heights),,The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,102.0,30.0,6.0,,,,,,,2190 Washington Street,San Francisco,California
1809,Looking Season 2 ep 210,2015,67 Deming Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,115.0,5.0,5.0,,,,,,,67 Deming Street,San Francisco,California
1810,When We Rise,2017,Buena Vista Park,,Film 49 Productions,Amercian Broadcasting Company,Gus Van Sant,Dustin Lance Black,Guy Pierce,Mary-Louise Parker,Michael Kenneth Williams,112.0,5.0,5.0,,,,,,,Buena Vista Park,San Francisco,California
1812,Foul Play,1978,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Paramount Pictures,Paramount Pictures,Colin Higgins,Colin Higgins,Goldie Hawn,Chevy Chase,Burgess Meredith,,,,,,,,,,City Hall,San Francisco,California
1813,Looking Season 2 ep 203,2015,Kezar Pavillion,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,9.0,12.0,11.0,,,,,,,Kezar Pavillion,San Francisco,California
1814,Alive,2020,543 Connecticut,,CBS Corporation - CBS Studios Inc./CBS Television Studios,CBS,Uta Briesewitz,Jason Tracey,Ryan Phillippe,Mageina Tovah,Katrina Law,54.0,26.0,9.0,,,,,,,543 Connecticut,San Francisco,California
1815,Nash Bridges,2021,Davis Street between,,"Village NB Productions, LLC",USA Nework,Greg Beeman,"Carlton Cuse, Bill Chais",Don Johnson,Cheech Marin,Joe Dinicol,77.0,8.0,3.0,,,,,,,Davis Street between,San Francisco,California
1816,Looking Season 2 ep 205,2015,24th Between Portrero & Alabama,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,53.0,20.0,2.0,,,,,,,24th Between Portrero & Alabama,San Francisco,California
1817,Bullitt,1968,Café Cantata (2040 Union Street),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,15.0,13.0,6.0,,,,,,,2040 Union Street,San Francisco,California
1818,Invasion of the Body Snatchers,1978,Lafayette Park (Pacific Heights),,Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,102.0,30.0,6.0,,,,,,,Pacific Heights,San Francisco,California
1819,Chance - Season 1 ep105,2016,"State Garage, 818 Leavenworth",,TVM Productions,HULU,Victoria Morrow,Roxann Dawson,Hugh Laurie,Gretchen Mol,Ethan Suplee,50.0,21.0,3.0,,,,,,,"State Garage, 818 Leavenworth",San Francisco,California
1820,Looking,2014,Castro St. from Market to 18th St.,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,96.0,10.0,5.0,,,,,,,Castro St. from Market to 18th St.,San Francisco,California
1821,Nine Months,1995,Jack Kerouac Alley between Columbus & Grant Streets,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,106.0,23.0,3.0,,,,,,,Jack Kerouac Alley and Columbus,San Francisco,California
1822,Ant-Man and the Wasp,2018,Little Embarcadero btwn Powell and Mason,,"PYM Particles Productions II, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Chris McKenna,Paul Rudd,Evangeline Lilly,Michael Douglas,99.0,23.0,3.0,,,,,,,Little Embarcadero and Powell,San Francisco,California
1823,Quitters,2015,21st St & Sanchez,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows,52.0,5.0,5.0,,,,,,,21st St & Sanchez,San Francisco,California
1824,"Budding Prospects, Pilot",2017,2937 24th Street,,Picrow Streaming Inc.,Amazon,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore,53.0,20.0,2.0,,,,,,,2937 24th Street,San Francisco,California
1825,The Last Black Man in San Francisco,2019,4704 3rd St,,"LBMISF, LLC",A34,Joe Talbot,"Joe Talbot, Jimmie Fails, Rob Richert",Jimmie Fails,Jonathan Majors,Danny Glover,86.0,1.0,9.0,,,,,,,4704 3rd St,San Francisco,California
1827,Time After Time,1979,Justin Herman Plaza,,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,108.0,8.0,3.0,,,,,,,Justin Herman Plaza,San Francisco,California
1828,The OA Part II,2019,SF War Memorial Opera House,,Lunar Mining LLC,Netflix,Zal Batmanglij,"Zal Batmanglij, Brit Marling",Brit Marling,Emory Cohen,Patrick Gibson,21.0,9.0,11.0,,,,,,,SF War Memorial Opera House,San Francisco,California
1829,Steve Jobs,2015,21st and Sanchez St,,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,52.0,5.0,5.0,,,,,,,21st and Sanchez St,San Francisco,California
1830,Etruscan Smile,2017,California Street between Sansome & Davis,,"Po Valley Productions, LLC",TBD,Oded Binnun/ Michel Brezis,"Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro",Brian Cox,Roseanne Arquette,Thora Birch,4.0,11.0,4.0,,,,,,,California Street and Sansome,San Francisco,California
1831,The Matrix Resurrections,2021,Vallejo at Jones,,"Adobe Pictures, Inc.",Warner Brothers,Lana Wachowski,"Lana Wachowski, David Mitchell, Aleksander Hemon",Keanu Reeves,Keanu Reeves,Neil Patrick Harris,107.0,21.0,3.0,,,,,,,Vallejo at Jones,San Francisco,California
1832,Venom,2018,Romolo St and Fresno Pl,,"L.O.Z. Productions, Inc.","Columbia Pictures, Sony Pictures Releasing",Ruben Fleischer,"Jeff Pinkner, Scott Rosenberg",Tom Hardy,Michelle Wiliams,Riz Ahmed,106.0,23.0,3.0,,,,,,,Romolo St and Fresno Pl,San Francisco,California
1833,The Dead Pool,1988,Hall of Justice (850 Bryant Street),,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,32.0,34.0,10.0,,,,,,,850 Bryant Street,San Francisco,California
1834,Twisted,2004,Vesuvio Café (255 Columbus Avenue),Jack Kerouac was a regular at the café.,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,104.0,6.0,3.0,,,,,,,255 Columbus Avenue,San Francisco,California
1835,Burglar,1987,1627 Haight Street,,Warner Bros. Pictures,Warner Bros. Pictures,Hugh Wilson,Joseph Loeb III,Whoopi Goldberg,Bobcat Goldwait,,25.0,3.0,11.0,,,,,,,1627 Haight Street,San Francisco,California
1836,Dark Passage,1947,"Filbert Steps, Filbert Street",,Warner Bros. Pictures,Warner Bros. Pictures,Delmer Daves,Delmer Daves & David Goodis,Humphrey Bogart,Lauren Bacal,Bruce Bennett,107.0,32.0,3.0,,,,,,,"Filbert Steps, Filbert Street",San Francisco,California
1837,Godzilla,2014,Eddy & Taylor St.,,"Nautilus Productions, LLC",Warner Bros. Pictures,Gareth Edwards,Max Borenstein,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston,20.0,36.0,10.0,,,,,,,Eddy Street & Taylor St.,San Francisco,California
1838,Dawn of the Planet of the Apes,2014,University Club,,"Fox Louisiana Productions, LLC",Twentieth Century Fox,Matt Reeves,Rick Jaffa,Gary Oldman,Keri Russell,Andy Serkis,91.0,25.0,2.0,,,,,,,University Club,San Francisco,California
1839,I Am Michael,2015,Ocean Beach @ Balboa,,That’s Hollywood,,Justin Kelly,Justin Kelly,James Franco,Emma Roberts,Zachary Quinto,9.0,12.0,4.0,,,,,,,Ocean Beach @ Balboa,San Francisco,California
1840,Take the Money and Run,1969,Mission Street,,American Broadcasting Company (ABC),Cinerama Releasing Corporation,Woody Allen,Woody Allen,Woody Allen,Janet Margolin,,108.0,8.0,10.0,,,,,,,Mission Street,San Francisco,California
1841,"Smile Again, Jenny Lee",2015,411 Shrader St.,,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,25.0,3.0,11.0,,,,,,,411 Shrader St,San Francisco,California
1842,What the Bleep Do We Know,2004,Golden Gate National Recreation Area,The size of the Recreation Area is over two and a half greater than that of the city and county of San Francisco.,Captured Light,Samuel Goldwyn Films,William Arntz,William Arntz & Betsy Chasse,Marlee Matlin,,,98.0,13.0,6.0,,,,,,,Golden Gate National Recreation Area,San Francisco,California
1843,High Anxiety,1977,Hyatt Regency Hotel (5 Embarcadero Center),,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Mel Brooks,Mel Brooks,Mel Brooks,Madeline Kahn,Cloris Leachman,108.0,8.0,3.0,,,,,,,5 Embarcadero Center,San Francisco,California
1844,Bullitt,1968,Filbert & Taylor Streets (Russian Hill),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,107.0,32.0,3.0,,,,,,,Russian Hill,San Francisco,California
1845,Sense8,2015,Harrison,Driving shots,"Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton,,,53.0,20.0,2.0,,,,,,,Harrison,San Francisco,California
1846,The Maltese Falcon,1941,Ferry Building,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Warner Bros. Pictures,Warner Bros. Pictures,John Huston,John Huston,Humphrey Bogart,Mary Astor,Gladys George,108.0,8.0,3.0,,,,,,,Ferry Building,San Francisco,California
1847,Chance Season 2,2017,Sacramento between Mason and Taylor St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee,16.0,21.0,3.0,,,,,,,Sacramento and Mason,San Francisco,California
