unique_id,Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,SF Find Neighborhoods,Analysis Neighborhoods,Current Supervisor Districts,query_location,city,state,coordinates_final2,lat_final2,lon_final2,tconst,genres,run_time,avg_rating,numVotes,director1_nconst,director1_name,director2_nconst,director2_name,writer1_nconst,writer1_name,writer2_nconst,writer2_name,writer3_nconst,writer3_name
21,Birth of the Dragon,2016,Leavenworth at Green,,"BOTD U.S. Productions, Inc.",Kylin Pictures,George Nolfi,"Christopher Wilkinson, Stephen J. Rivele",Philip Ng,Billy Magnussen,Yu Xia,107.0,32.0,3.0,Leavenworth at Green,San Francisco,California,"37.794364, -122.416404",37.794364,-122.416404,tt2720826,"Action,Biography,Drama",95,5.7,8904.0,nm1079776,George Nolfi,,,nm0729151,Stephen J. Rivele,nm0929349,Christopher Wilkinson,nm15768028,Michael J. Dorgan
22,The OA Part II,2019,Waverly Pl btwn Washington and Clay St,,Lunar Mining LLC,Netflix,Zal Batmanglij,"Zal Batmanglij, Brit Marling",Brit Marling,Emory Cohen,Patrick Gibson,,,,Waverly Pl and Washington,San Francisco,California,"37.795082, -122.40702",37.795082,-122.40702,tt4635282,,,,,nm2610231,Zal Batmanglij,nm0354091,Andrew Haigh,nm2610231,Zal Batmanglij,nm1779870,Brit Marling,nm5505530,Dominic Orlando
25,"Murder in the First, Season 1",2014,Berry Street between 3rd and 4th Streets,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,,,,Berry Street and 3rd,San Francisco,California,"37.777537, -122.391131",37.777537,-122.391131,tt2402061,,,,,nm1061992,Jesse Bochco,nm0025978,Allison Anders,nm0004766,Steven Bochco,nm2039954,Eric Lodal,nm0189105,Alison Cross
26,Pushing Dead,2016,Church Street MUNI Station,,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,52.0,5.0,5.0,Church Street MUNI Station,San Francisco,California,"37.75468562356069, -122.42772857305353",37.75468562356069,-122.42772857305351,tt4572984,"Comedy,Drama",110,6.4,476.0,nm0114810,Tom E. Brown,,,nm0114810,Tom E. Brown,,,,
27,The Right Stuff,1983,Financial District,,The Ladd Company,The Ladd Company,Philip Kaufman,Philip Kaufman,Sam Shepard,Scott Glenn,Ed Harris,108.0,6.0,3.0,Financial District,San Francisco,California,"37.793648, -122.39894",37.793648,-122.39894,tt0086197,"Adventure,Biography,Drama",193,7.8,66079.0,nm0442241,Philip Kaufman,,,nm0442241,Philip Kaufman,nm0004366,Tom Wolfe,,
29,Bullitt,1968,Mark Hopkins Hotel (999 California Street),The Top of the Mark lounge and restaurant at the top of the hotel was formerly a penthouse suite.,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,16.0,21.0,3.0,999 California Street,San Francisco,California,"37.791513, -122.410317",37.791513,-122.410317,tt0062765,"Action,Crime,Thriller",114,7.4,76783.0,nm0946811,Peter Yates,,,nm0874450,Alan Trustman,nm0459067,Harry Kleiner,nm0279302,Robert L. Fish
30,The Phone/Jexi,2019,1 Zoe St,,CBS Films Inc.,Lionsgate,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore",Adam Devine,Alexandra Shipp,Michael Pena,32.0,34.0,10.0,1 Zoe St,San Francisco,California,"37.780472, -122.39661",37.780472,-122.39661,tt9354944,,,,,nm0524190,Jon Lucas,nm0601859,Scott Moore,nm0524190,Jon Lucas,nm0601859,Scott Moore,,
31,Quitters,2015,Tonga Room,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows,21.0,36.0,10.0,Tonga Room,San Francisco,California,"37.792403, -122.409791",37.792403,-122.409791,tt3018528,"Comedy,Drama",95,5.2,276.0,nm4352188,Noah Pritzker,,,nm4352188,Noah Pritzker,nm5768816,Ben Tarnoff,,
32,"Murder in the First, Season 2",2015,Potrero Hill Recreation Center (801 Arkansas Street),,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,54.0,26.0,9.0,801 Arkansas Street,San Francisco,California,"37.75614, -122.396881",37.75614,-122.396881,tt2402061,,,,,nm1061992,Jesse Bochco,nm0025978,Allison Anders,nm0004766,Steven Bochco,nm2039954,Eric Lodal,nm0189105,Alison Cross
33,Dr. Dolittle 2,2001,Hyde Street & Lombard Street,,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Steve Carr,Larry Levin,Eddie Murphy,Kristen Wilson,,107.0,32.0,6.0,Hyde Street & Lombard Street,San Francisco,California,"37.801995, -122.41963",37.801995,-122.41963,tt0240462,"Comedy,Family,Fantasy",87,4.7,47846.0,nm0139867,Steve Carr,,,nm0517452,Hugh Lofting,nm0505648,Larry Levin,,
34,Vertigo,1958,1007 Gough Street,Tennis courts now sit on the site; in the movie the structure was Carlota Valdes' home.,Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,Barbara Bel Geddes,100.0,39.0,11.0,1007 Gough Street,San Francisco,California,"37.771952, -122.420522",37.771952,-122.420522,tt0052357,"Mystery,Romance,Thriller",128,8.3,433252.0,nm0000033,Alfred Hitchcock,,,nm0178785,Alec Coppel,nm0853138,Samuel A. Taylor,nm0092267,Pierre Boileau
35,"Murder in the First, Season 3",2016,Patricia's Green,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,22.0,9.0,11.0,Patricia's Green,San Francisco,California,"37.776369, -122.424479",37.776369,-122.424479,tt2402061,,,,,nm1061992,Jesse Bochco,nm0025978,Allison Anders,nm0004766,Steven Bochco,nm2039954,Eric Lodal,nm0189105,Alison Cross
36,Surface,2022,Columbus Avenue between Vallejo and Broadway,,"Apple Studios, LLC",Apple TV+,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",Gugu Mbatha-Raw,Oliver Jackson-Cohen,Ari Graynor,106.0,23.0,3.0,Columbus Avenue and Vallejo,San Francisco,California,"37.798696, -122.407888",37.798696,-122.407888,tt13694702,"Drama,Mystery,Thriller",48,6.3,5235.0,nm0589284,Sam Miller,nm3604358,Ed Lilly,nm1957892,Leigh Ann Biety,nm9349624,Raven Jackson,nm5535928,Glenise Mullins
37,The OA Part II,2019,1101 Green St,,Lunar Mining LLC,Netflix,Zal Batmanglij,"Zal Batmanglij, Brit Marling",Brit Marling,Emory Cohen,Patrick Gibson,107.0,32.0,3.0,1101 Green St,San Francisco,California,"37.798245, -122.417392",37.798245,-122.417392,tt4635282,,,,,nm2610231,Zal Batmanglij,nm0354091,Andrew Haigh,nm2610231,Zal Batmanglij,nm1779870,Brit Marling,nm5505530,Dominic Orlando
38,I’m A Virgo,2023,"Vallejo Street Garage, 766 Vallejo Garage",,Bing Bang Productions Inc,Prime Video,Boots Riley,Boots Riley,Jharrel Jerome,Mike Epps,Carmen Ejogo,106.0,6.0,3.0,"Vallejo Street Garage, 766 Vallejo Garage",San Francisco,California,"37.798487, -122.40976",37.798487,-122.40976,tt13649510,,,,,nm1108556,Boots Riley,,,nm1108556,Boots Riley,nm14605602,Whitney White,nm2309735,Tze Chun
39,The Last Black Man in San Francisco,2019,801 Innes Ave,Bus stop,"LBMISF, LLC",A27,Joe Talbot,"Joe Talbot, Jimmie Fails, Rob Richert",Jimmie Fails,Jonathan Majors,Danny Glover,78.0,1.0,9.0,801 Innes Ave,San Francisco,California,"37.731066, -122.374114",37.731066,-122.374114,tt4353250,Drama,121,7.3,22171.0,nm7050300,Joe Talbot,,,nm8629338,Jimmie Fails,nm7050300,Joe Talbot,nm3635307,Rob Richert
40,Nash Bridges,2021,"Pier 9, at Autodesk",,"Village NB Productions, LLC",USA Nework,Greg Beeman,"Carlton Cuse, Bill Chais",Don Johnson,Cheech Marin,Joe Dinicol,77.0,8.0,3.0,"Pier 9, at Autodesk",San Francisco,California,"37.799997, -122.397947",37.799997,-122.397947,tt0115285,,,,,nm0153191,Jim Charleston,nm0066439,Greg Beeman,nm0193681,Carlton Cuse,nm0825988,Reed Steiner,nm0936210,John Wirth
42,Etruscan Smile,2017,"Legion of Honor, 100 34th Ave","California Palace of the Legion of Honor was completed in 1924, and on Armistice Day of that year the doors opened to the public. In keeping with the wishes of the donors, to “honor the dead while serving the living,” it was accepted by the city of San Francisco as a museum of fine arts dedicated to the memory of the 3,600 California men who had lost their lives on the battlefields of France during World War I.","Po Valley Productions, LLC",TBD,Oded Binnun/ Michel Brezis,"Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro",Brian Cox,Roseanne Arquette,Thora Birch,7.0,17.0,4.0,100 34th Ave,San Francisco,California,"37.784423, -122.500945",37.784423,-122.500945,tt5459382,,,,,nm1729068,Oded Binnun,nm1729072,Mihal Brezis,nm1281083,José Luis Sampedro,nm1313340,Michael McGowan,nm1136655,Michal Lali Kagan
44,Always Be My Maybe,2019,de Young Museum/Golden Gate Park,,"Isla Productions, LLC",Netflix,Nahnatchka Khan,"Michael Golamco, Randall Park, Ali Wong",Ali Wong,Randall Park,Keanu Reeves,9.0,12.0,4.0,de Young Museum/Golden Gate Park,San Francisco,California,"37.771314, -122.468589",37.771314,-122.468589,tt7374948,"Comedy,Romance",101,6.8,63484.0,nm0451274,Nahnatchka Khan,,,nm4399227,Ali Wong,nm1320827,Randall Park,nm1486706,Michael Golamco
45,Sense8,2015,Vallejo Street Garage; 766 Vallejo St.,dialogue scene on top of a garage roof,"Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton,,,106.0,6.0,3.0,766 Vallejo St,San Francisco,California,"37.798715, -122.409883",37.798715,-122.409883,tt2431438,"Drama,Mystery,Sci-Fi",60,8.2,164682.0,nm0905154,Lana Wachowski,nm0905152,Lilly Wachowski,nm0833089,J. Michael Straczynski,nm0905154,Lana Wachowski,nm0905152,Lilly Wachowski
46,The Pursuit of Happyness,2006,Candlestick Park (602 Jamestown Ave.),"Then Vice President Richard Nixon threw out the first pitch when Candlestick opened in 1960. On August 29, 1966, The Beatles played their last concert for paying fans at Candlestick Park.",Columbia Pictures Corporation,Columbia Pictures,Steven Conrad,Gabriele Muccino,Will Smith,Jayden C. Smith,,79.0,1.0,9.0,602 Jamestown Ave,San Francisco,California,"37.713344, -122.387983",37.713344,-122.387983,tt0454921,"Biography,Drama",117,8.0,570816.0,nm0610831,Gabriele Muccino,,,nm0175726,Steve Conrad,,,,
47,Blue Jasmine,2013,2934 24th St.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,53.0,20.0,2.0,2934 24th St,San Francisco,California,"37.752942, -122.410658",37.752942,-122.410658,tt2334873,"Comedy,Drama,Romance",98,7.3,213880.0,nm0000095,Woody Allen,,,nm0000095,Woody Allen,,,,
48,Time After Time,1979,Merchant Exchange (465 California Street at Leidesdorff),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,108.0,8.0,3.0,465 California Street,San Francisco,California,"37.792699, -122.402169",37.792699,-122.402169,tt0080025,"Adventure,Drama,Sci-Fi",112,7.0,20923.0,nm0583292,Nicholas Meyer,,,nm7375907,Karl Alexander,nm0371051,Steve Hayes,nm0583292,Nicholas Meyer
49,The Net,1995,Montgomery & Market Streets,,Columbia Pictures Corp.,Columbia Pictures,Irwin Winkler,John Brancato,Sandra Bullock,Jeremy Northam,,108.0,8.0,10.0,Montgomery street & Market street,San Francisco,California,"37.788818, -122.401988",37.788818,-122.401988,tt0113957,"Action,Crime,Drama",114,6.0,74937.0,nm0005563,Irwin Winkler,,,nm0104335,John Brancato,nm0274905,Michael Ferris,,
50,"Murder in the First, Season 1",2014,1201 Columbus Avenue,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,99.0,32.0,6.0,1201 Columbus Avenue,San Francisco,California,"37.805237, -122.41794",37.805237,-122.41794,tt2402061,,,,,nm1061992,Jesse Bochco,nm0025978,Allison Anders,nm0004766,Steven Bochco,nm2039954,Eric Lodal,nm0189105,Alison Cross
51,The Towering Inferno,1974,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,William Holden,16.0,21.0,3.0,950 Mason Street,San Francisco,California,"37.792361, -122.410234",37.792361,-122.410234,tt0072308,"Action,Drama,Thriller",165,7.0,48997.0,nm0347086,John Guillermin,,,nm0827827,Richard Martin Stern,nm0778743,Thomas N. Scortia,nm0732631,Frank M. Robinson
52,Shit and Champagne,2020,Haight at Ashbury St,,"Shaboom Boom, LLC",,D'Arcy Drollinger,D'Arcy Drollinger,D'Arcy Drollinger,Matthew Martin,Steven LeMay,25.0,3.0,11.0,Haight & Ashbury St,San Francisco,California,"37.77002, -122.446937",37.77002,-122.446937,tt13023550,,,,,nm1834647,D'Arcy Drollinger,,,nm1834647,D'Arcy Drollinger,,,,
53,Blue Jasmine,2013,Lombard & Hyde,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,107.0,32.0,6.0,Lombard & Hyde,San Francisco,California,"37.80200257197858, -122.41965683209355",37.80200257197858,-122.4196568,tt2334873,"Comedy,Drama,Romance",98,7.3,213880.0,nm0000095,Woody Allen,,,nm0000095,Woody Allen,,,,
54,DEVS,2020,Chinatown - Grant btwn California and Jackson St,,Minim Productions,FX Network,Alex Garland,Alex Garland,Sonoya Mizuno,Nick Offerman,Jin Ha,,,,Chinatown - Grant and California,San Francisco,California,"37.795326, -122.40497",37.795326,-122.40497,tt8134186,,,,,nm0307497,Alex Garland,,,nm0307497,Alex Garland,,,,
55,Terminator - Genisys,2015,1 Market St. Landmark Building,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,108.0,8.0,10.0,1 Market St,San Francisco,California,"37.793457, -122.393736",37.793457,-122.393736,tt1340138,,,,,nm0851930,Alan Taylor,,,nm0436164,Laeta Kalogridis,nm0527261,Patrick Lussier,nm0000116,James Cameron
56,Fearless,1993,"San Francisco General Hospital Medical Center (1001 Potrero Avenue, Potrero Hill)",SF General Hospital is the only Level I Trauma Center serving San Francisco and northern San Mateo County.,Spring Creek Productions,Warner Bros. Pictures,Peter Weir,Rafael Yglesias,Jeff Bridges,Isabella Rosellini,Rosie Perez,54.0,20.0,9.0,1001 Potrero Avenue,San Francisco,California,"37.755703, -122.404866",37.755703,-122.404866,tt0106881,"Drama,Thriller",122,7.1,24811.0,nm0001837,Peter Weir,,,nm0947913,Rafael Yglesias,,,,
57,DEVS,2020,Clarion Alley,,Minim Productions,FX Network,Alex Garland,Alex Garland,Sonoya Mizuno,Nick Offerman,Jin Ha,53.0,20.0,2.0,Clarion Alley,San Francisco,California,"37.762986, -122.421106",37.762986,-122.421106,tt8134186,,,,,nm0307497,Alex Garland,,,nm0307497,Alex Garland,,,,
58,Ant-Man,2015,Grant between Bush and Broadway,Driving shots,"PYM Particles Productions, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Gabriel Ferrari,Michael Douglas,Paul Rudd,,106.0,6.0,3.0,Grant and Bush,San Francisco,California,"37.790590650510154, -122.40557333215904",37.79059065051016,-122.40557333215904,tt0478970,"Action,Comedy,Sci-Fi",117,7.2,731932.0,nm0715636,Peyton Reed,,,nm0942367,Edgar Wright,nm0180428,Joe Cornish,nm0570912,Adam McKay
59,Godzilla,2014,Broadway & Columbus,,"Nautilus Productions, LLC",Warner Bros. Pictures,Gareth Edwards,Max Borenstein,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston,106.0,23.0,3.0,Broadway & Columbus,San Francisco,California,"37.797861, -122.406742",37.797861,-122.406742,tt0831387,"Action,Adventure,Sci-Fi",123,6.4,447040.0,nm2284484,Gareth Edwards,,,nm1709264,Dave Callaham,nm1440919,Max Borenstein,,
60,Nash Bridges,2021,"1025 Columbus Avenue, Bimbo's",,"Village NB Productions, LLC",USA Nework,Greg Beeman,"Carlton Cuse, Bill Chais",Don Johnson,Cheech Marin,Joe Dinicol,107.0,32.0,3.0,1025 Columbus Avenue,San Francisco,California,"37.803739, -122.415653",37.803739,-122.415653,tt0115285,,,,,nm0153191,Jim Charleston,nm0066439,Greg Beeman,nm0193681,Carlton Cuse,nm0825988,Reed Steiner,nm0936210,John Wirth
62,The Conversation,1974,Alta Plaza Park (Steiner Street),The park was originally a rock quarry and served as a campground for many survivors of the 1906 earthquake. The site was converted to a park in 1910.,American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,26.0,9.0,11.0,Alta Plaza Park (Steiner Street),San Francisco,California,"37.791175058164384, -122.43768324558596",37.791175058164384,-122.4376832,tt0071360,"Drama,Mystery,Thriller",113,7.7,124029.0,nm0000338,Francis Ford Coppola,,,nm0000338,Francis Ford Coppola,,,,
63,Big Eyes,2014,Caffe Trieste,,Blink & Wink Productions,Weinstein Company,Tim Burton,Scott Alexander,Amy Adams,Krysten Ritter,Christoph Waltz,106.0,23.0,3.0,Caffe Trieste,San Francisco,California,"37.798685, -122.407169",37.798685,-122.407169,tt4317898,Documentary,\N,7.2,54.0,\N,,,,nm7021829,Susan Hale Keane,,,,
64,The Enforcer,1976,Hall of Justice,,Warner Bros. Pictures,Warner Bros. Pictures,James Fargo,Stirling Silliphant,Clint Eastwood,Tyne Daly,Harry Guardino,32.0,34.0,10.0,Hall of Justice,San Francisco,California,"37.775349, -122.403857",37.775349,-122.403857,tt0074483,"Action,Crime,Thriller",96,6.7,50039.0,nm0267309,James Fargo,,,nm0277807,Harry Julian Fink,nm0277849,Rita M. Fink,nm0798103,Stirling Silliphant
65,"Murder in the First, Season 2",2015,435 Broadway,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,106.0,23.0,3.0,435 Broadway,San Francisco,California,"37.79801118267906, -122.40433952847047",37.79801118267906,-122.40433952847047,tt2402061,,,,,nm1061992,Jesse Bochco,nm0025978,Allison Anders,nm0004766,Steven Bochco,nm2039954,Eric Lodal,nm0189105,Alison Cross
66,The Princess Diaries,2001,724 Brazil Avenue,,Walt Disney Pictures,Buena Vista Pictures,Garry Marshall,Gina Wendkos,Julie Andrews,Anne Hathway,,90.0,7.0,1.0,724 Brazil Avenue,San Francisco,California,"37.721714, -122.428918",37.721714,-122.428918,tt0247638,"Comedy,Family,Romance",115,6.4,167041.0,nm0005190,Garry Marshall,,,nm0127690,Meg Cabot,nm0920859,Gina Wendkos,,
67,So I Married an Axe Murderer,1993,"Aladdin Terrace (off of Taylor Street, Between Filbert and Union)",,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,107.0,32.0,3.0,Aladdin Terrace,San Francisco,California,"37.80036, -122.413668",37.80036,-122.413668,tt0108174,"Comedy,Romance",93,6.5,43354.0,nm0772095,Thomas Schlamme,,,nm0289219,Robbie Fox,,,,
68,The Game,1997,Sheraton Palace Hotel (639 Market Street),"The hotel was destroyed in the 1906 earthquake and fire, had to be rebuilt, and was reopened in 1909.",Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Deborah Kara Unger,32.0,8.0,10.0,639 Market Street,San Francisco,California,"37.78875116341279, -122.40196274558602",37.78875116341279,-122.40196274558602,tt0119174,"Drama,Mystery,Thriller",129,7.7,437217.0,nm0000399,David Fincher,,,nm0104335,John Brancato,nm0274905,Michael Ferris,,
69,The Phone/Jexi,2019,18th btwn Dolores and Church,,CBS Films Inc.,Lionsgate,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore",Adam Devine,Alexandra Shipp,Michael Pena,37.0,5.0,5.0,18th and Dolores,San Francisco,California,"37.76139148077086, -122.42600014558728",37.76139148077086,-122.4260001,tt9354944,,,,,nm0524190,Jon Lucas,nm0601859,Scott Moore,nm0524190,Jon Lucas,nm0601859,Scott Moore,,
70,Terminator - Genisys,2015,16th and Utah,"Helicopter flies over Utah St. from 16th, rises up before freeway",T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,54.0,20.0,9.0,16th and Utah,San Francisco,California,"37.76577265833471, -122.40657180325903",37.76577265833471,-122.4065718,tt1340138,,,,,nm0851930,Alan Taylor,,,nm0436164,Laeta Kalogridis,nm0527261,Patrick Lussier,nm0000116,James Cameron
71,The Matrix Resurrections,2021,"House of Nanking, 919 Kearny",,"Adobe Pictures, Inc.",Warner Brothers,Lana Wachowski,"Lana Wachowski, David Mitchell, Aleksander Hemon",Keanu Reeves,Keanu Reeves,Neil Patrick Harris,104.0,6.0,3.0,"House of Nanking, 919 Kearny",San Francisco,California,"37.796522, -122.405173",37.796522,-122.405173,tt10838180,"Action,Sci-Fi",148,5.7,284950.0,nm0905154,Lana Wachowski,,,nm0905154,Lana Wachowski,nm3290967,David Mitchell,nm3097752,Aleksandar Hemon
72,Shang-Chi and the Legend of the Ten Rings,2021,Jones between Pine and O'Farrell,,Freelance Restorations LLC,Disney/Marvel,Destin Daniel Cretton,"Dave Callaham, Destin Daniel Cretton, Andrew Lanham",Simu Liu,Tony Chiu-Wai Leung,Awkwafina,20.0,36.0,10.0,Jones and Pine,San Francisco,California,"37.79045781490644, -122.41400877627439",37.79045781490644,-122.4140088,tt9376612,"Action,Adventure,Fantasy",132,7.4,444863.0,nm2308774,Destin Daniel Cretton,,,nm1709264,Dave Callaham,nm2308774,Destin Daniel Cretton,nm6150131,Andrew Lanham
73,Vertigo,1958,Park Hill Sanatorium (351 Buena Vista Avenue East),This location is now a condominium complex.,Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,Barbara Bel Geddes,112.0,5.0,5.0,351 Buena Vista Avenue,San Francisco,California,"37.766872, -122.439611",37.766872,-122.439611,tt0052357,"Mystery,Romance,Thriller",128,8.3,433252.0,nm0000033,Alfred Hitchcock,,,nm0178785,Alec Coppel,nm0853138,Samuel A. Taylor,nm0092267,Pierre Boileau
74,Chance Season 2,2017,Embarcadero between Market to Fillmore St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee,99.0,23.0,3.0,Embarcadero and Market,San Francisco,California,"37.794460186811854, -122.39485056607799",37.794460186811854,-122.3948506,tt5620076,,,,,nm0003733,Daniel Attias,nm0499724,Michael Lehmann,nm1017827,Alexandra Cunningham,nm2349355,Kem Nunn,nm15277414,Uros Bor
